distance_km,weight_kg,volume_l,urgency,hour,day_of_week,demand_score,price
28.43,24.3,79.5,same_day,15,0,0.81,687.34
2.46,20.4,28.0,same_day,17,6,1.02,241.74
43.72,7.5,12.2,express,17,3,0.9,776.01
6.34,6.7,51.4,same_day,1,5,1.31,382.46
31.89,18.7,6.2,same_day,5,2,0.87,753.76
39.5,21.8,17.3,same_day,2,1,1.14,1192.41
20.03,16.1,11.7,same_day,3,2,1.45,847.9
11.62,23.2,75.7,normal,4,6,0.8,226.99
34.65,4.1,16.9,same_day,22,4,1.05,904.85
35.73,13.7,29.5,normal,8,4,1.38,744.51
10.72,7.4,34.5,normal,16,6,0.67,147.35
19.5,11.9,18.6,normal,19,0,0.96,291.86
18.87,6.0,15.3,same_day,15,2,1.45,752.69
17.81,16.6,12.1,same_day,7,2,1.08,585.17
37.32,22.1,78.5,normal,1,3,0.96,574.18
12.62,14.8,63.3,express,13,1,1.42,501.59
20.89,21.8,41.0,same_day,8,5,1.09,719.61
42.28,8.9,27.3,same_day,4,3,0.67,698.6
25.92,13.0,6.5,normal,21,1,0.76,304.53
22.09,11.4,11.1,normal,3,4,1.18,389.27
28.63,6.4,33.0,express,10,1,1.23,760.99
39.84,11.0,26.0,express,9,1,0.99,775.18
5.8,20.7,42.9,same_day,0,3,0.62,211.34
34.08,20.4,50.4,express,2,2,0.77,590.19
42.77,15.4,19.4,same_day,19,0,1.09,1218.53
21.5,7.4,1.4,express,7,1,1.41,651.45
39.24,4.0,13.5,express,11,1,1.18,857.1
43.37,1.4,41.1,same_day,14,3,0.93,1020.51
38.11,6.4,78.8,same_day,7,0,1.25,1209.17
27.89,14.7,75.0,express,15,1,0.94,577.34
1.62,22.1,54.3,normal,3,2,1.07,154.05
40.42,4.0,25.3,express,11,6,0.77,570.1
36.89,19.2,61.1,same_day,9,6,0.6,594.58
24.74,23.0,57.7,express,14,3,1.05,638.27
21.32,4.2,17.2,normal,17,0,0.88,292.16
20.51,16.6,74.7,normal,14,6,1.46,512.69
17.19,25.0,33.7,normal,9,0,1.42,446.46
22.69,16.6,71.9,express,4,6,0.62,328.8
3.43,2.0,43.6,express,19,2,0.82,130.2
12.75,15.9,6.2,same_day,9,1,1.46,616.49
20.13,22.0,38.0,express,5,1,0.71,359.89
18.39,6.2,56.8,express,23,2,0.86,358.25
14.94,18.4,14.0,normal,15,1,0.77,210.57
7.04,9.9,69.2,normal,0,3,0.99,195.97
31.41,13.4,65.7,express,15,1,1.28,881.95
12.46,5.1,19.0,same_day,23,6,0.67,254.14
22.73,14.4,74.7,normal,16,5,1.36,550.31
17.14,6.1,36.6,express,8,1,1.36,526.75
5.07,4.3,37.1,normal,23,5,0.87,124.48
8.26,8.4,6.6,normal,17,3,0.55,91.9
15.46,17.9,6.7,normal,2,1,1.16,333.68
39.71,9.7,4.9,normal,23,4,0.79,429.42
20.5,19.6,63.6,same_day,17,0,1.19,809.34
34.45,19.6,9.7,normal,17,0,1.44,760.91
16.7,1.3,64.6,normal,16,0,0.72,211.67
35.68,3.6,36.1,normal,12,6,1.17,603.8
23.47,22.0,42.4,normal,9,2,0.98,392.33
14.79,18.8,25.1,express,22,4,0.86,342.15
30.03,15.2,29.7,same_day,5,6,1.01,789.41
23.73,13.0,47.7,express,7,0,1.0,552.8
29.24,3.1,14.8,normal,21,4,0.93,367.29
32.3,20.1,5.4,normal,12,4,0.82,387.2
32.24,5.1,32.1,express,23,2,0.74,494.73
35.89,23.6,70.7,express,12,0,1.02,809.46
24.4,6.7,32.5,normal,11,0,0.61,232.34
29.57,5.8,63.0,express,3,3,0.94,605.07
17.36,25.0,57.6,normal,13,2,0.68,238.32
7.93,8.7,5.0,express,21,0,0.71,158.02
18.53,23.0,34.4,express,22,1,0.85,408.88
40.4,21.9,31.5,normal,11,1,1.09,663.09
9.87,12.3,62.5,express,3,5,1.24,387.1
35.19,21.2,45.8,same_day,23,5,0.6,552.09
32.39,25.0,62.8,normal,21,0,0.82,413.4
40.98,13.6,31.7,same_day,23,1,1.24,1297.73
26.74,24.6,28.4,same_day,7,0,1.05,792.69
40.0,4.4,37.6,same_day,13,5,1.19,1148.38
5.93,6.9,38.5,express,13,0,0.96,201.16
25.0,17.9,30.5,express,7,0,0.79,425.6
5.91,1.0,13.7,same_day,18,4,0.69,154.37
17.5,13.2,3.3,same_day,17,5,1.21,642.66
5.38,19.5,46.3,express,1,1,0.77,194.37
22.88,20.7,63.1,express,16,1,1.14,631.12
15.3,16.2,38.4,normal,18,6,1.05,306.73
13.4,14.7,14.9,normal,20,1,1.06,273.64
10.82,19.3,27.6,express,5,1,0.98,334.32
9.62,13.6,76.1,normal,19,5,1.1,243.59
14.09,23.5,36.2,express,22,1,0.71,290.86
38.99,20.2,5.7,express,19,5,1.03,817.35
42.73,11.8,60.0,normal,7,5,0.62,399.18
17.5,9.3,72.7,express,10,2,0.88,381.28
32.28,16.2,11.6,same_day,3,6,1.1,972.13
31.36,11.6,60.0,same_day,15,1,1.12,1007.19
1.67,22.1,19.3,normal,9,6,1.35,167.07
35.48,21.2,41.0,same_day,7,4,1.2,1117.13
7.87,21.6,51.3,same_day,18,2,0.79,313.11
36.09,11.3,62.9,express,3,6,0.99,735.87
20.62,5.9,59.9,normal,0,0,1.18,381.24
36.59,14.7,13.7,normal,16,2,0.87,450.01
16.4,19.4,21.1,normal,1,6,0.89,267.01
15.29,11.0,61.2,normal,6,6,0.62,174.92
10.77,21.3,18.7,express,17,2,1.08,347.07
42.28,13.6,56.6,same_day,16,3,1.03,1136.48
41.73,19.7,31.2,express,10,3,1.13,982.33
30.85,18.1,25.0,normal,7,0,0.66,306.38
42.27,7.3,50.5,express,12,4,1.45,1268.41
5.22,10.5,22.6,normal,20,2,0.78,111.77
30.69,18.7,28.7,normal,6,5,1.17,530.84
19.74,4.4,20.3,normal,9,0,1.18,366.01
37.02,5.2,25.6,same_day,23,0,0.74,675.27
35.24,15.9,38.0,normal,17,3,1.04,551.92
25.72,20.0,77.7,express,10,6,1.36,831.3
15.0,3.8,27.9,express,15,0,1.02,373.44
4.45,15.5,26.3,express,13,5,1.37,279.16
8.79,17.6,69.1,express,2,2,1.04,324.63
7.79,23.2,77.4,normal,10,3,1.19,258.96
28.45,23.9,22.5,express,15,5,0.91,592.9
43.21,6.6,31.2,same_day,0,3,0.87,957.57
10.85,23.8,39.5,express,20,2,0.62,206.07
33.27,16.8,60.6,normal,2,1,0.78,399.81
3.94,13.8,71.3,express,23,6,0.83,179.82
13.25,7.6,79.1,normal,5,0,1.31,344.5
37.97,22.4,4.7,same_day,17,5,1.05,1029.6
12.82,23.9,16.5,same_day,0,2,1.14,537.45
31.13,7.5,63.1,normal,17,6,1.31,589.95
43.48,9.0,69.9,express,22,1,1.02,857.97
44.66,19.6,10.8,express,15,2,0.63,535.13
22.78,8.7,10.6,normal,14,2,1.18,415.01
20.43,21.3,4.8,same_day,5,1,0.6,383.2
32.61,22.4,50.7,same_day,16,6,1.42,1333.34
8.95,22.9,43.5,same_day,13,6,1.26,498.72
10.06,4.4,1.1,express,11,4,1.07,277.0
35.81,14.2,57.4,normal,6,2,0.51,281.07
37.91,20.2,11.7,express,9,3,1.18,912.45
6.35,9.9,17.2,normal,22,2,0.68,110.11
35.83,19.9,76.1,same_day,3,5,0.81,777.88
14.67,2.4,2.8,same_day,11,5,0.77,332.6
13.17,24.9,3.2,normal,19,3,0.63,165.18
25.26,14.3,55.0,normal,14,3,0.56,234.64
42.86,18.3,76.3,express,17,3,1.34,1212.93
18.88,3.6,14.9,express,12,0,1.07,433.88
21.99,20.9,72.8,normal,16,0,1.26,478.37
32.3,2.8,39.3,express,22,6,0.5,309.76
6.85,22.2,70.3,same_day,17,2,1.35,510.5
13.94,21.7,32.8,express,10,3,1.24,484.93
34.97,8.2,23.9,same_day,13,2,1.34,1241.47
12.52,7.0,21.6,same_day,5,3,1.23,487.85
22.15,8.4,55.5,express,13,4,1.25,600.62
13.87,17.2,76.2,same_day,6,3,1.49,769.57
40.77,16.4,24.3,normal,20,3,0.76,424.48
26.2,7.6,41.6,same_day,2,0,1.45,1035.92
5.98,17.2,65.7,normal,10,6,0.82,155.15
11.81,16.9,20.5,normal,11,2,1.32,325.43
3.82,17.4,74.1,normal,17,4,0.91,149.92
42.92,4.4,30.2,express,12,3,0.97,783.2
12.11,13.4,66.4,normal,3,0,0.63,167.06
42.07,9.9,33.2,normal,7,1,0.86,495.68
6.83,4.5,15.4,normal,6,4,0.71,106.93
37.39,2.8,42.6,normal,11,1,1.44,792.09
5.5,14.6,65.3,normal,14,1,1.02,175.93
7.63,7.6,56.5,same_day,16,1,1.33,431.84
12.19,8.9,79.4,express,1,0,1.45,490.51
30.51,19.6,61.1,same_day,6,2,1.11,999.9
37.63,20.6,17.7,normal,10,2,1.02,584.34
43.28,15.9,42.8,same_day,8,3,0.81,872.33
42.39,11.2,6.8,same_day,20,2,0.54,549.57
19.7,13.5,64.5,normal,3,4,0.79,283.52
8.93,9.1,33.6,express,1,6,0.58,156.22
9.32,6.0,71.5,same_day,13,1,0.57,211.18
37.85,3.0,40.4,express,4,3,0.65,473.94
24.82,12.4,19.4,same_day,3,6,1.32,876.4
31.5,1.8,13.2,express,13,0,0.66,395.79
7.6,18.9,55.2,same_day,3,4,0.57,207.83
8.41,2.0,8.8,express,16,2,1.36,305.11
36.99,7.2,54.5,normal,4,6,1.28,697.45
28.53,24.1,35.8,express,21,0,0.97,615.75
16.53,20.1,55.2,same_day,8,4,0.64,376.65
42.44,17.3,26.2,normal,12,5,1.12,650.76
42.79,9.9,3.6,same_day,23,6,0.61,654.94
34.85,21.1,41.1,same_day,6,2,0.56,522.46
31.88,11.7,43.6,same_day,9,4,0.84,741.67
6.66,12.5,12.8,normal,9,6,0.85,131.57
13.43,11.7,13.4,express,5,1,0.88,295.14
42.15,2.4,50.8,express,1,1,1.17,926.83
30.51,18.4,29.3,normal,10,3,1.12,511.98
9.9,2.0,32.9,express,7,4,1.21,318.72
16.06,20.3,17.3,express,21,4,1.48,590.25
8.79,15.3,61.5,express,9,3,0.74,216.14
23.48,1.9,29.6,normal,10,1,0.98,332.08
42.47,16.6,14.3,same_day,21,0,0.71,747.38
38.35,4.4,24.1,express,7,4,0.68,501.98
22.59,19.0,7.5,same_day,3,5,1.06,694.62
25.42,14.6,76.7,express,11,0,0.86,528.89
38.14,6.8,76.5,express,5,4,1.18,954.02
21.64,6.2,78.5,express,18,4,0.5,244.85
15.15,12.2,6.3,normal,10,6,0.93,245.25
39.05,22.4,40.2,express,16,3,1.18,999.17
26.08,5.4,7.3,express,23,4,1.14,580.0
2.38,17.4,73.5,express,12,3,1.27,277.11
36.44,8.1,20.5,same_day,11,3,1.49,1414.29
25.58,14.6,75.4,normal,12,2,1.3,576.65
36.75,24.6,77.9,normal,1,4,0.62,369.53
28.44,6.1,3.4,express,21,3,1.3,703.33
12.53,13.0,10.1,express,18,2,0.83,271.87
23.78,5.3,59.5,express,20,1,1.12,608.46
27.27,13.3,45.5,normal,3,3,1.27,526.69
13.04,1.8,56.8,express,16,6,0.63,209.75
24.12,10.9,76.6,same_day,8,2,1.19,830.79
39.53,12.9,13.8,same_day,0,4,1.1,1130.86
27.41,17.7,67.9,normal,16,2,0.92,397.34
28.09,16.6,64.4,express,13,5,1.36,864.08
10.21,12.1,71.2,same_day,18,5,1.04,414.11
37.41,23.5,43.2,same_day,19,4,0.98,985.89
7.01,13.2,51.9,normal,6,5,1.18,226.93
32.87,2.0,57.6,normal,23,4,1.44,693.76
6.75,14.7,28.2,normal,7,4,0.53,88.94
30.35,12.8,32.1,normal,17,5,1.28,565.5
42.39,11.4,7.6,express,12,6,1.04,893.93
32.55,2.2,47.0,same_day,10,2,0.84,735.95
25.87,23.4,51.8,same_day,11,1,0.82,623.09
35.32,7.1,26.7,normal,19,3,0.91,436.3
15.31,9.6,70.0,same_day,5,6,0.6,297.29
4.86,13.7,36.4,normal,8,3,0.63,92.66
25.36,8.1,33.0,same_day,16,6,1.06,766.01
21.25,22.6,28.5,normal,17,2,0.66,240.62
36.92,19.8,11.2,express,12,5,1.33,1013.72
23.94,17.5,48.0,same_day,19,4,1.48,1066.68
35.38,1.1,52.1,normal,9,6,0.9,456.46
19.82,23.5,73.5,normal,10,2,0.79,300.27
2.99,8.9,19.4,same_day,22,1,0.69,146.81
3.48,12.8,18.9,normal,23,4,0.85,105.89
8.32,24.3,14.6,same_day,4,1,1.46,566.61
19.34,10.9,23.7,normal,9,6,0.86,278.94
16.54,14.6,74.3,same_day,17,3,1.27,723.99
5.03,14.8,22.9,express,20,5,1.42,315.61
15.48,8.0,19.8,same_day,19,5,1.21,559.05
35.79,7.1,77.1,express,12,1,0.57,436.16
27.18,15.3,56.2,same_day,5,5,0.66,538.22
39.42,21.3,64.3,normal,2,2,1.33,762.01
26.91,22.9,54.8,normal,10,2,1.17,518.69
23.51,15.4,42.3,express,0,4,1.18,638.15
15.86,11.5,29.8,normal,2,0,1.37,368.66
3.27,11.8,73.8,same_day,22,2,1.26,350.49
18.9,15.7,51.8,same_day,22,0,1.29,806.35
28.96,2.5,13.9,same_day,23,5,1.42,1079.77
28.18,14.0,58.7,normal,5,3,0.64,296.75
6.33,0.9,71.3,express,1,2,0.62,140.96
2.71,10.9,19.1,normal,6,4,1.26,143.88
16.8,20.3,14.2,same_day,11,6,0.95,503.59
23.76,10.2,78.0,normal,1,1,0.66,260.9
21.74,17.0,27.0,same_day,8,3,0.83,544.81
15.27,3.1,56.8,same_day,5,2,0.8,390.55
2.59,12.3,41.5,same_day,12,1,0.56,130.59
38.09,24.6,53.2,express,14,3,0.7,592.44
43.8,24.7,7.7,express,3,6,1.01,847.56
42.48,4.1,40.0,express,8,1,1.27,1016.61
37.59,23.1,9.9,normal,22,5,0.63,349.28
22.22,10.3,23.7,express,22,2,0.74,376.79
12.71,11.4,45.3,express,0,1,1.18,394.23
42.82,14.9,53.4,normal,10,5,0.95,592.25
31.29,13.2,46.3,normal,20,5,0.99,471.72
42.39,11.3,66.1,normal,22,0,0.73,457.07
19.79,20.5,45.9,express,5,1,0.93,460.66
10.79,15.5,40.3,same_day,5,1,1.08,470.58
2.13,24.8,13.8,same_day,13,5,1.31,318.53
3.76,21.7,24.4,normal,5,5,0.71,104.71
31.46,1.8,77.6,normal,20,3,0.86,411.26
10.85,20.8,18.3,normal,1,2,0.98,233.4
28.27,20.3,8.1,normal,14,0,0.81,339.82
44.2,18.4,68.2,express,8,3,1.37,1296.44
41.1,21.1,56.2,express,23,4,1.37,1161.02
40.28,20.9,69.6,same_day,21,6,1.48,1663.06
33.75,5.3,3.1,normal,18,4,1.26,563.74
29.91,16.5,7.0,same_day,17,1,1.41,1171.25
22.01,16.1,70.2,express,15,3,0.95,528.44
4.33,16.1,68.5,normal,1,3,0.98,157.74
22.61,21.3,29.7,express,16,5,0.52,285.38
3.41,5.8,49.0,express,4,3,0.62,108.55
28.85,17.0,71.6,same_day,7,1,1.11,904.35
5.47,8.3,28.2,express,20,1,0.8,156.69
16.15,6.2,55.9,express,14,5,0.89,347.6
36.01,8.5,59.8,same_day,10,4,1.37,1256.26
12.89,7.8,29.5,normal,14,4,0.64,151.53
26.55,20.8,22.3,same_day,4,3,1.0,726.18
33.38,12.2,56.3,same_day,9,5,0.9,831.61
17.81,6.1,57.5,normal,8,0,1.15,360.68
29.04,1.0,68.8,express,11,6,1.05,611.5
41.72,8.1,73.0,normal,23,3,1.2,697.3
13.03,2.4,13.6,same_day,14,0,0.98,401.45
30.62,24.3,62.6,express,6,3,1.06,736.71
24.17,9.8,9.0,normal,15,1,0.62,215.86
32.35,12.6,70.5,normal,16,5,0.65,325.08
33.23,10.8,75.7,express,10,2,1.31,939.4
38.3,23.2,51.3,same_day,16,5,0.56,558.96
44.4,8.8,39.8,normal,6,5,1.09,658.15
16.56,23.3,45.2,normal,17,2,0.62,205.37
24.35,13.4,49.4,express,10,5,1.08,591.25
26.23,6.5,69.2,express,8,6,1.03,618.53
13.72,5.8,3.7,same_day,6,6,0.9,382.82
39.7,13.0,28.3,express,20,5,1.45,1156.15
2.66,24.2,73.7,normal,13,0,0.81,138.4
11.22,5.0,1.4,express,20,3,0.8,225.99
42.37,11.5,38.2,normal,5,3,1.08,645.17
5.36,22.6,43.3,same_day,21,3,0.81,269.74
19.02,11.6,44.1,normal,19,2,0.77,239.25
9.12,20.8,9.7,same_day,18,0,0.71,267.65
6.76,10.1,75.1,normal,13,5,1.26,244.75
10.64,20.2,29.4,normal,4,4,1.08,239.69
3.77,9.6,4.8,same_day,3,3,1.42,310.56
41.77,4.2,65.1,normal,23,0,0.91,542.82
33.42,14.6,39.1,normal,1,5,1.02,513.88
8.82,20.8,12.9,same_day,11,4,0.84,306.84
39.57,11.3,61.9,normal,10,2,1.28,735.17
35.18,2.3,27.2,same_day,19,2,1.04,927.95
5.47,16.3,6.4,express,2,5,0.84,174.11
18.06,17.9,10.3,same_day,13,4,1.37,750.74
41.21,16.9,1.5,same_day,6,1,0.66,672.76
8.49,10.2,76.4,normal,16,3,0.57,123.64
10.13,17.1,3.7,normal,5,4,1.41,296.58
29.21,1.6,39.5,express,18,3,1.3,743.24
4.38,24.0,2.9,express,10,0,1.28,282.55
35.92,18.7,70.7,express,3,3,0.59,457.22
11.57,4.4,59.5,normal,14,6,0.51,110.92
27.54,23.4,58.1,express,7,6,0.89,547.61
34.8,22.6,53.3,same_day,18,1,1.44,1403.61
16.18,2.5,59.8,normal,11,0,0.91,263.83
44.65,14.7,31.9,normal,13,0,0.73,438.63
29.51,3.3,62.4,normal,6,3,1.24,542.73
7.5,23.7,8.9,same_day,10,6,1.39,473.2
13.72,20.9,73.4,same_day,12,2,1.23,647.02
34.32,2.9,76.4,normal,9,2,1.13,576.77
1.27,6.4,50.3,normal,23,5,1.2,121.55
16.16,14.8,70.4,same_day,5,3,0.83,452.09
41.41,11.5,53.2,same_day,4,1,0.99,1064.38
11.72,5.9,21.9,normal,8,6,0.75,163.63
25.82,14.7,5.6,express,22,6,1.37,725.32
38.42,11.6,56.2,express,10,2,0.77,611.01
42.53,21.2,78.0,normal,22,3,1.06,702.06
25.66,19.6,32.7,express,8,2,0.54,305.85
26.65,19.7,33.7,same_day,5,4,1.17,901.18
25.73,23.0,27.5,same_day,20,6,0.92,680.78
38.31,5.0,72.0,same_day,12,0,1.44,1435.34
29.0,8.1,78.2,same_day,17,0,0.83,644.86
10.54,13.3,42.0,same_day,11,2,0.77,305.45
13.5,15.8,4.3,express,7,5,0.7,240.94
18.26,8.8,32.0,normal,10,0,1.07,314.94
12.3,10.8,38.7,same_day,13,4,0.67,283.24
12.81,6.9,7.7,express,23,1,1.0,309.79
4.14,7.7,45.2,same_day,15,2,1.07,266.7
28.58,11.3,52.9,normal,11,3,0.64,296.25
18.58,3.7,67.4,normal,23,0,1.1,340.17
44.24,1.5,4.8,express,19,0,0.73,589.28
26.59,7.2,2.6,express,0,2,0.98,548.64
15.85,3.5,60.4,express,12,6,0.62,233.8
8.49,14.1,54.9,express,5,5,1.43,427.77
25.78,14.4,59.5,normal,23,2,1.33,547.73
35.62,25.0,29.7,same_day,20,4,1.03,991.8
43.55,16.9,73.6,same_day,7,4,1.04,1157.82
39.43,2.3,36.9,express,23,4,0.74,588.95
32.48,21.9,61.9,same_day,2,2,1.01,940.4
25.95,10.4,21.6,express,23,3,0.77,424.25
9.03,23.9,73.1,express,19,6,0.87,280.88
11.37,17.3,36.4,normal,9,3,1.09,268.88
32.64,13.6,77.8,express,16,1,0.67,460.98
27.61,17.6,23.9,express,7,1,1.27,734.95
4.48,17.8,73.6,express,7,4,0.73,182.49
17.36,15.3,20.6,normal,21,0,1.31,381.52
11.5,15.9,18.0,normal,6,2,0.72,161.62
5.49,3.6,46.2,normal,4,2,0.94,137.71
5.91,9.3,43.1,express,4,5,0.8,178.93
33.2,5.3,22.6,express,16,6,0.69,437.86
5.11,3.1,18.8,normal,21,2,0.6,80
13.2,22.7,74.1,same_day,11,6,0.56,300.47
2.94,24.2,19.6,normal,10,5,1.38,206.93
1.33,19.0,13.1,normal,22,1,1.41,156.44
8.68,17.2,31.5,same_day,20,3,1.3,476.16
41.51,10.0,59.6,same_day,19,2,0.68,754.61
4.01,12.2,55.0,express,20,6,1.25,256.29
40.51,21.8,20.3,normal,17,5,0.99,555.58
5.36,18.4,21.5,express,17,3,0.96,209.74
15.38,8.1,50.6,same_day,15,3,1.47,728.75
6.18,13.4,59.2,express,14,2,1.25,315.14
25.26,3.6,3.0,normal,17,6,0.84,301.66
34.76,6.2,79.6,express,0,1,1.34,966.16
4.72,21.3,50.3,normal,11,0,1.36,248.42
43.08,8.2,41.5,normal,13,5,0.5,307.57
10.56,16.5,67.3,express,14,6,0.6,214.46
4.37,19.5,57.6,same_day,19,4,0.76,226.97
16.53,2.2,9.1,same_day,2,2,1.42,672.29
18.85,20.2,53.2,express,15,3,0.78,359.39
42.99,24.1,19.0,same_day,23,3,1.17,1374.95
29.47,13.1,4.0,express,18,2,0.6,353.09
24.91,23.4,70.1,same_day,5,3,0.59,479.45
33.48,3.1,29.2,express,14,0,1.38,898.6
14.95,12.8,34.4,normal,16,4,1.01,265.55
5.1,10.2,78.0,express,14,4,0.93,225.73
14.72,22.0,71.7,normal,2,1,0.55,161.6
35.13,9.2,28.4,express,4,0,0.52,368.72
34.02,14.2,74.4,same_day,6,2,1.11,1016.36
6.99,24.6,22.8,same_day,7,6,0.99,350.67
37.68,14.7,26.6,express,12,3,0.82,596.83
5.25,24.7,16.2,normal,13,5,1.31,223.33
28.23,18.5,69.1,same_day,9,1,1.12,951.59
12.73,22.6,1.4,same_day,14,0,0.77,355.3
1.02,9.9,22.5,same_day,7,2,0.69,114.95
6.11,6.2,71.1,normal,16,4,0.59,96.52
40.04,6.9,8.2,normal,8,4,1.32,740.12
15.0,19.8,13.7,same_day,19,2,1.42,709.59
11.6,21.6,2.3,normal,18,2,1.22,293.92
37.08,7.0,35.5,same_day,13,6,1.14,1088.83
30.49,9.0,38.4,normal,21,1,0.9,399.68
40.38,20.9,3.8,same_day,0,2,1.33,1407.04
12.75,22.6,77.7,express,17,0,0.71,284.23
28.62,15.7,41.9,same_day,3,6,0.93,735.45
4.69,19.6,18.1,express,7,5,1.12,248.86
36.68,8.5,42.2,express,20,3,0.8,587.63
41.53,10.2,5.8,express,5,3,1.42,1147.9
41.49,18.6,34.7,normal,4,6,0.89,544.63
30.68,1.4,75.9,same_day,9,1,1.24,1037.44
2.18,7.4,35.3,same_day,15,2,1.17,231.05
7.43,18.9,16.4,same_day,12,1,1.01,332.11
44.92,11.7,18.4,same_day,4,5,1.19,1266.0
13.83,9.2,6.5,normal,9,3,0.61,151.53
31.34,18.7,57.4,express,15,0,1.19,828.29
25.43,23.3,34.9,express,11,1,0.75,456.02
40.48,15.8,37.1,normal,23,4,1.26,721.88
34.99,5.8,44.8,express,7,5,1.26,897.42
19.18,7.4,59.7,normal,11,5,0.6,203.34
14.18,1.0,68.9,same_day,10,3,1.39,643.74
2.88,10.1,10.4,same_day,12,0,1.23,246.94
20.39,9.8,56.1,same_day,9,4,1.12,684.26
27.07,21.7,66.1,normal,17,4,1.12,529.94
37.65,14.3,72.5,same_day,16,0,0.82,841.98
8.62,19.4,77.5,same_day,4,1,0.7,277.51
22.01,4.9,22.0,same_day,14,6,0.64,367.33
2.9,16.8,22.7,same_day,9,3,1.06,250.08
42.7,8.1,65.5,normal,18,6,0.69,416.38
33.24,22.6,71.3,same_day,5,1,0.56,555.2
16.77,17.7,70.5,same_day,15,4,0.54,312.89
39.21,2.4,7.1,express,8,5,0.62,471.98
21.94,14.2,77.1,normal,2,6,0.63,246.88
23.35,23.3,4.8,express,1,3,1.33,732.02
17.33,14.5,31.3,express,17,0,1.25,535.11
37.92,16.4,38.7,normal,20,0,0.69,376.78
39.47,1.9,79.8,same_day,13,4,0.86,906.94
27.33,19.9,73.3,express,5,5,0.6,376.55
20.65,24.1,42.0,same_day,10,6,1.34,905.51
16.52,17.2,70.6,same_day,17,6,1.18,693.82
37.18,2.5,56.0,express,17,0,0.92,688.8
3.0,16.9,58.4,same_day,9,4,0.51,132.3
24.73,9.4,53.2,express,6,4,1.3,693.8
19.82,19.6,10.5,express,12,6,0.93,423.14
19.54,9.2,43.1,normal,7,6,0.6,189.29
2.86,14.6,36.0,same_day,4,3,0.57,141.65
12.76,13.2,40.7,same_day,2,1,0.64,298.37
33.75,15.6,11.0,normal,15,3,1.0,501.82
23.98,0.6,27.5,express,7,4,1.06,528.47
27.12,13.0,33.1,normal,7,5,0.75,300.44
21.66,24.8,2.9,express,16,6,1.08,540.5
18.07,17.2,28.9,express,6,0,0.77,340.15
33.78,7.0,55.0,same_day,10,5,0.52,478.5
41.3,21.1,13.7,same_day,6,5,1.22,1298.75
2.12,2.5,20.6,same_day,20,4,1.35,231.14
1.57,11.9,75.5,express,16,6,1.23,214.73
7.82,19.8,7.4,same_day,22,2,1.35,443.44
37.87,2.6,79.2,same_day,19,4,1.44,1493.44
41.17,5.2,52.7,normal,14,2,1.35,767.24
35.87,16.1,6.2,normal,12,2,1.28,638.02
21.8,9.1,47.6,same_day,14,5,0.88,569.22
1.96,13.1,27.0,same_day,13,0,1.08,213.86
21.39,12.5,77.5,same_day,20,6,0.56,360.54
13.56,3.0,60.1,same_day,3,0,1.47,684.9
25.44,15.6,42.8,express,9,5,1.06,615.78
36.5,17.3,10.8,same_day,10,0,0.88,851.38
14.88,9.0,25.2,express,22,3,1.44,505.42
22.02,11.9,76.0,same_day,2,6,0.92,606.92
38.66,4.5,70.4,normal,6,4,0.63,368.85
34.77,9.1,4.5,normal,3,4,1.28,595.14
17.17,23.0,34.7,normal,2,5,1.16,363.08
14.94,16.7,45.2,express,21,5,0.9,352.29
12.61,2.8,14.0,express,20,2,1.26,372.9
23.42,3.1,51.6,same_day,6,2,0.59,388.12
3.5,5.4,17.0,normal,10,6,1.36,143.89
1.95,23.5,55.2,normal,2,0,1.15,177.76
32.98,8.9,49.7,same_day,8,3,0.74,668.58
16.75,3.7,33.9,same_day,18,1,0.56,282.76
19.87,19.6,67.8,express,21,5,1.03,546.22
4.58,5.4,29.0,express,18,5,1.39,260.1
8.4,7.6,15.9,express,3,6,0.72,173.47
14.23,23.6,52.4,express,8,6,1.05,443.45
1.65,6.6,45.2,express,4,6,1.05,156.25
28.04,16.4,33.6,express,9,2,1.08,685.12
6.08,9.5,18.2,express,4,0,0.77,165.81
10.35,13.2,20.7,same_day,12,5,0.88,336.98
33.3,16.6,21.7,express,4,3,1.37,969.95
19.37,6.6,25.1,same_day,4,3,1.05,562.29
26.81,14.5,20.3,express,1,3,0.95,535.14
29.55,18.2,1.5,same_day,19,3,1.29,1040.42
39.9,23.6,68.9,express,4,5,0.79,680.79
5.01,21.1,42.1,normal,20,3,1.28,223.21
32.29,4.3,69.1,express,19,1,1.37,940.8
12.36,8.6,74.0,normal,8,3,1.11,278.11
27.75,11.8,9.5,normal,20,0,1.27,504.54
14.8,1.6,54.2,same_day,22,2,0.88,412.38
26.46,1.4,61.0,same_day,7,4,0.73,521.81
6.36,4.5,3.1,express,7,6,0.77,148.35
37.69,17.4,28.8,same_day,12,0,1.2,1226.46
13.89,2.2,11.7,normal,3,4,0.74,176.11
9.09,3.0,57.0,express,18,6,1.02,271.65
19.79,19.7,29.4,express,18,3,1.18,586.54
30.62,24.2,21.3,normal,10,6,1.33,628.51
37.41,15.1,78.4,normal,9,3,1.34,742.66
41.45,3.2,60.0,express,4,0,0.62,518.95
18.98,15.2,24.9,express,6,5,1.48,692.09
30.67,16.2,53.9,same_day,7,2,1.39,1137.37
13.26,12.7,61.7,same_day,14,2,0.9,413.17
